date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
06:53:46	81136/81136	---M-Z	200	added ('OK')	text/css	date:Fri,%2015%20Dec%202023%2005:38:36%20GMT	https://admin.pixelstrap.com/poco/assets/css/responsive.css	C:/Users/ABOLARIN/Downloads/website%20templates/general%20admin%20page/admin.pixelstrap.com/poco/assets/css/responsive.css	(from https://admin.pixelstrap.com/poco/)
06:53:46	788/788	---M--	200	added ('OK')	image/png	date:Fri,%2022%20May%202020%2005:54:36%20GMT	https://admin.pixelstrap.com/poco/assets/images/logo/logo.png	C:/Users/ABOLARIN/Downloads/website%20templates/general%20admin%20page/admin.pixelstrap.com/poco/assets/images/logo/logo.png	(from https://admin.pixelstrap.com/poco/)
06:53:46	706351/706351	---M-Z	200	added ('OK')	text/css	date:Fri,%2015%20Dec%202023%2005:38:37%20GMT	https://admin.pixelstrap.com/poco/assets/css/style.css	C:/Users/ABOLARIN/Downloads/website%20templates/general%20admin%20page/admin.pixelstrap.com/poco/assets/css/style.css	(from https://admin.pixelstrap.com/poco/)
06:53:47	65119/65119	---M-Z	200	added ('OK')	text/html	date:Thu,%2007%20Dec%202023%2011:52:28%20GMT	https://admin.pixelstrap.com/poco/ltr/index.html	C:/Users/ABOLARIN/Downloads/website%20templates/general%20admin%20page/admin.pixelstrap.com/poco/ltr/index.html	(from https://admin.pixelstrap.com/poco/)
06:53:47	19731/19731	---M--	200	added ('OK')	image/png	date:Fri,%2022%20May%202020%2005:54:36%20GMT	https://admin.pixelstrap.com/poco/assets/images/landing/home_1.png	C:/Users/ABOLARIN/Downloads/website%20templates/general%20admin%20page/admin.pixelstrap.com/poco/assets/images/landing/home_1.png	(from https://admin.pixelstrap.com/poco/)
06:53:48	7640/7640	---M--	200	added ('OK')	image/png	date:Fri,%2022%20May%202020%2005:54:36%20GMT	https://admin.pixelstrap.com/poco/assets/images/landing/home_2.png	C:/Users/ABOLARIN/Downloads/website%20templates/general%20admin%20page/admin.pixelstrap.com/poco/assets/images/landing/home_2.png	(from https://admin.pixelstrap.com/poco/)
06:53:48	2531/2531	---M--	200	added ('OK')	image/png	date:Sat,%2011%20Jul%202020%2004:36:16%20GMT	https://admin.pixelstrap.com/poco/assets/images/landing/html.png	C:/Users/ABOLARIN/Downloads/website%20templates/general%20admin%20page/admin.pixelstrap.com/poco/assets/images/landing/html.png	(from https://admin.pixelstrap.com/poco/)
06:53:49	2388/2388	---M--	200	added ('OK')	image/png	date:Sat,%2011%20Jul%202020%2004:36:08%20GMT	https://admin.pixelstrap.com/poco/assets/images/landing/laravel.png	C:/Users/ABOLARIN/Downloads/website%20templates/general%20admin%20page/admin.pixelstrap.com/poco/assets/images/landing/laravel.png	(from https://admin.pixelstrap.com/poco/)
06:53:50	2530/2530	---M--	200	added ('OK')	image/png	date:Sat,%2011%20Jul%202020%2004:36:00%20GMT	https://admin.pixelstrap.com/poco/assets/images/landing/react.png	C:/Users/ABOLARIN/Downloads/website%20templates/general%20admin%20page/admin.pixelstrap.com/poco/assets/images/landing/react.png	(from https://admin.pixelstrap.com/poco/)
06:53:51	125109/125109	---M--	200	added ('OK')	image/png	date:Fri,%2022%20May%202020%2005:54:36%20GMT	https://admin.pixelstrap.com/poco/assets/images/landing/home_3.png	C:/Users/ABOLARIN/Downloads/website%20templates/general%20admin%20page/admin.pixelstrap.com/poco/assets/images/landing/home_3.png	(from https://admin.pixelstrap.com/poco/)
06:53:51	965/965	---M--	200	added ('OK')	image/png	date:Fri,%2015%20Dec%202023%2006:19:37%20GMT	https://admin.pixelstrap.com/poco/assets/images/landing/angular.png	C:/Users/ABOLARIN/Downloads/website%20templates/general%20admin%20page/admin.pixelstrap.com/poco/assets/images/landing/angular.png	(from https://admin.pixelstrap.com/poco/)
06:53:51	1654/1654	---M--	200	added ('OK')	image/png	date:Fri,%2022%20May%202020%2005:54:36%20GMT	https://admin.pixelstrap.com/poco/assets/images/landing/vector_decore.png	C:/Users/ABOLARIN/Downloads/website%20templates/general%20admin%20page/admin.pixelstrap.com/poco/assets/images/landing/vector_decore.png	(from https://admin.pixelstrap.com/poco/)
06:53:53	67735/67735	---M--	200	added ('OK')	image/png	date:Fri,%2022%20May%202020%2005:54:36%20GMT	https://admin.pixelstrap.com/poco/assets/images/landing/default.png	C:/Users/ABOLARIN/Downloads/website%20templates/general%20admin%20page/admin.pixelstrap.com/poco/assets/images/landing/default.png	(from https://admin.pixelstrap.com/poco/)
06:53:53	60874/60874	---M--	200	added ('OK')	image/png	date:Fri,%2022%20May%202020%2005:54:36%20GMT	https://admin.pixelstrap.com/poco/assets/images/landing/rtl.png	C:/Users/ABOLARIN/Downloads/website%20templates/general%20admin%20page/admin.pixelstrap.com/poco/assets/images/landing/rtl.png	(from https://admin.pixelstrap.com/poco/)
06:53:55	58565/58565	---M--	200	added ('OK')	image/png	date:Fri,%2022%20May%202020%2005:54:36%20GMT	https://admin.pixelstrap.com/poco/assets/images/landing/box.png	C:/Users/ABOLARIN/Downloads/website%20templates/general%20admin%20page/admin.pixelstrap.com/poco/assets/images/landing/box.png	(from https://admin.pixelstrap.com/poco/)
06:53:56	83899/83899	---M--	200	added ('OK')	image/png	date:Fri,%2022%20May%202020%2005:54:36%20GMT	https://admin.pixelstrap.com/poco/assets/images/landing/dark.png	C:/Users/ABOLARIN/Downloads/website%20templates/general%20admin%20page/admin.pixelstrap.com/poco/assets/images/landing/dark.png	(from https://admin.pixelstrap.com/poco/)
06:53:57	98671/98671	---M--	200	added ('OK')	image/png	date:Fri,%2022%20May%202020%2005:54:36%20GMT	https://admin.pixelstrap.com/poco/assets/images/landing/dark_rtl.png	C:/Users/ABOLARIN/Downloads/website%20templates/general%20admin%20page/admin.pixelstrap.com/poco/assets/images/landing/dark_rtl.png	(from https://admin.pixelstrap.com/poco/)
06:53:57	70514/70514	---M--	200	added ('OK')	image/png	date:Fri,%2022%20May%202020%2005:54:36%20GMT	https://admin.pixelstrap.com/poco/assets/images/landing/dark_box.png	C:/Users/ABOLARIN/Downloads/website%20templates/general%20admin%20page/admin.pixelstrap.com/poco/assets/images/landing/dark_box.png	(from https://admin.pixelstrap.com/poco/)
06:53:57	37737/37737	---M-Z	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202023%2005:39:14%20GMT	https://admin.pixelstrap.com/poco/ltr/vertical.html	C:/Users/ABOLARIN/Downloads/website%20templates/general%20admin%20page/admin.pixelstrap.com/poco/ltr/vertical.html	(from https://admin.pixelstrap.com/poco/)
06:53:57	75957/75957	---M--	200	added ('OK')	image/png	date:Fri,%2022%20May%202020%2005:54:36%20GMT	https://admin.pixelstrap.com/poco/assets/images/landing/v_1.png	C:/Users/ABOLARIN/Downloads/website%20templates/general%20admin%20page/admin.pixelstrap.com/poco/assets/images/landing/v_1.png	(from https://admin.pixelstrap.com/poco/)
06:53:58	69614/69614	---M--	200	added ('OK')	image/png	date:Fri,%2022%20May%202020%2005:54:36%20GMT	https://admin.pixelstrap.com/poco/assets/images/landing/v_3.png	C:/Users/ABOLARIN/Downloads/website%20templates/general%20admin%20page/admin.pixelstrap.com/poco/assets/images/landing/v_3.png	(from https://admin.pixelstrap.com/poco/)
06:53:58	54893/54893	---M-Z	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202023%2013:29:06%20GMT	https://admin.pixelstrap.com/poco/ltr/dashboard-ecommerce.html	C:/Users/ABOLARIN/Downloads/website%20templates/general%20admin%20page/admin.pixelstrap.com/poco/ltr/dashboard-ecommerce.html	(from https://admin.pixelstrap.com/poco/)
06:53:58	75313/75313	---M--	200	added ('OK')	image/png	date:Fri,%2022%20May%202020%2005:54:36%20GMT	https://admin.pixelstrap.com/poco/assets/images/landing/v_2.png	C:/Users/ABOLARIN/Downloads/website%20templates/general%20admin%20page/admin.pixelstrap.com/poco/assets/images/landing/v_2.png	(from https://admin.pixelstrap.com/poco/)
06:53:58	61219/61219	---M--	200	added ('OK')	image/png	date:Fri,%2022%20May%202020%2005:54:36%20GMT	https://admin.pixelstrap.com/poco/assets/images/landing/ecommerce.png	C:/Users/ABOLARIN/Downloads/website%20templates/general%20admin%20page/admin.pixelstrap.com/poco/assets/images/landing/ecommerce.png	(from https://admin.pixelstrap.com/poco/)
06:53:59	54455/54455	---M-Z	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202023%2013:29:06%20GMT	https://admin.pixelstrap.com/poco/ltr/dashboard-crypto.html	C:/Users/ABOLARIN/Downloads/website%20templates/general%20admin%20page/admin.pixelstrap.com/poco/ltr/dashboard-crypto.html	(from https://admin.pixelstrap.com/poco/)
06:53:59	56989/56989	---M--	200	added ('OK')	image/png	date:Fri,%2022%20May%202020%2005:54:36%20GMT	https://admin.pixelstrap.com/poco/assets/images/landing/crypto.png	C:/Users/ABOLARIN/Downloads/website%20templates/general%20admin%20page/admin.pixelstrap.com/poco/assets/images/landing/crypto.png	(from https://admin.pixelstrap.com/poco/)
06:54:00	4032/4032	---M--	200	added ('OK')	image/png	date:Fri,%2022%20May%202020%2005:54:36%20GMT	https://admin.pixelstrap.com/poco/assets/images/landing/1_1.png	C:/Users/ABOLARIN/Downloads/website%20templates/general%20admin%20page/admin.pixelstrap.com/poco/assets/images/landing/1_1.png	(from https://admin.pixelstrap.com/poco/)
06:54:00	2711/2711	---M--	200	added ('OK')	image/png	date:Fri,%2022%20May%202020%2005:54:36%20GMT	https://admin.pixelstrap.com/poco/assets/images/landing/2_2.png	C:/Users/ABOLARIN/Downloads/website%20templates/general%20admin%20page/admin.pixelstrap.com/poco/assets/images/landing/2_2.png	(from https://admin.pixelstrap.com/poco/)
06:54:00	2281/2281	---M--	200	added ('OK')	image/png	date:Fri,%2022%20May%202020%2005:54:36%20GMT	https://admin.pixelstrap.com/poco/assets/images/landing/3_3.png	C:/Users/ABOLARIN/Downloads/website%20templates/general%20admin%20page/admin.pixelstrap.com/poco/assets/images/landing/3_3.png	(from https://admin.pixelstrap.com/poco/)
06:54:01	3429/3429	---M--	200	added ('OK')	image/png	date:Fri,%2022%20May%202020%2005:54:36%20GMT	https://admin.pixelstrap.com/poco/assets/images/landing/4_4.png	C:/Users/ABOLARIN/Downloads/website%20templates/general%20admin%20page/admin.pixelstrap.com/poco/assets/images/landing/4_4.png	(from https://admin.pixelstrap.com/poco/)
06:54:01	4049/4049	---M--	200	added ('OK')	image/png	date:Fri,%2022%20May%202020%2005:54:36%20GMT	https://admin.pixelstrap.com/poco/assets/images/landing/5_5.png	C:/Users/ABOLARIN/Downloads/website%20templates/general%20admin%20page/admin.pixelstrap.com/poco/assets/images/landing/5_5.png	(from https://admin.pixelstrap.com/poco/)
06:54:02	1661/1661	---M--	200	added ('OK')	image/png	date:Fri,%2022%20May%202020%2005:54:36%20GMT	https://admin.pixelstrap.com/poco/assets/images/landing/6_6.png	C:/Users/ABOLARIN/Downloads/website%20templates/general%20admin%20page/admin.pixelstrap.com/poco/assets/images/landing/6_6.png	(from https://admin.pixelstrap.com/poco/)
06:54:02	2838/2838	---M--	200	added ('OK')	image/png	date:Fri,%2022%20May%202020%2005:54:36%20GMT	https://admin.pixelstrap.com/poco/assets/images/landing/7_7.png	C:/Users/ABOLARIN/Downloads/website%20templates/general%20admin%20page/admin.pixelstrap.com/poco/assets/images/landing/7_7.png	(from https://admin.pixelstrap.com/poco/)
06:54:03	3862/3862	---M--	200	added ('OK')	image/png	date:Fri,%2022%20May%202020%2005:54:36%20GMT	https://admin.pixelstrap.com/poco/assets/images/landing/8_8.png	C:/Users/ABOLARIN/Downloads/website%20templates/general%20admin%20page/admin.pixelstrap.com/poco/assets/images/landing/8_8.png	(from https://admin.pixelstrap.com/poco/)
06:54:03	58119/58119	---M-Z	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202023%2005:39:14%20GMT	https://admin.pixelstrap.com/poco/ltr/product.html	C:/Users/ABOLARIN/Downloads/website%20templates/general%20admin%20page/admin.pixelstrap.com/poco/ltr/product.html	(from https://admin.pixelstrap.com/poco/)
06:54:04	110776/110776	---M--	200	added ('OK')	image/png	date:Sat,%2025%20Apr%202020%2008:21:46%20GMT	https://admin.pixelstrap.com/poco/assets/images/landing/Ecommerce.png	C:/Users/ABOLARIN/Downloads/website%20templates/general%20admin%20page/admin.pixelstrap.com/poco/assets/images/landing/Ecommerce-2.png	(from https://admin.pixelstrap.com/poco/)
06:54:04	53583/53583	---M-Z	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202023%2006:37:34%20GMT	https://admin.pixelstrap.com/poco/ltr/learning-list-view.html	C:/Users/ABOLARIN/Downloads/website%20templates/general%20admin%20page/admin.pixelstrap.com/poco/ltr/learning-list-view.html	(from https://admin.pixelstrap.com/poco/)
06:54:05	82305/82305	---M--	200	added ('OK')	image/png	date:Fri,%2022%20May%202020%2005:54:36%20GMT	https://admin.pixelstrap.com/poco/assets/images/landing/Learning.png	C:/Users/ABOLARIN/Downloads/website%20templates/general%20admin%20page/admin.pixelstrap.com/poco/assets/images/landing/Learning.png	(from https://admin.pixelstrap.com/poco/)
06:54:05	147073/147073	---M-Z	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202023%2013:29:06%20GMT	https://admin.pixelstrap.com/poco/ltr/social-app.html	C:/Users/ABOLARIN/Downloads/website%20templates/general%20admin%20page/admin.pixelstrap.com/poco/ltr/social-app.html	(from https://admin.pixelstrap.com/poco/)
06:54:06	131026/131026	---M--	200	added ('OK')	image/png	date:Fri,%2022%20May%202020%2005:54:36%20GMT	https://admin.pixelstrap.com/poco/assets/images/landing/social.png	C:/Users/ABOLARIN/Downloads/website%20templates/general%20admin%20page/admin.pixelstrap.com/poco/assets/images/landing/social.png	(from https://admin.pixelstrap.com/poco/)
06:54:07	37867/37867	---M-Z	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202023%2005:39:13%20GMT	https://admin.pixelstrap.com/poco/ltr/calendar-basic.html	C:/Users/ABOLARIN/Downloads/website%20templates/general%20admin%20page/admin.pixelstrap.com/poco/ltr/calendar-basic.html	(from https://admin.pixelstrap.com/poco/)
06:54:07	32210/32210	---M--	200	added ('OK')	image/png	date:Fri,%2022%20May%202020%2005:54:36%20GMT	https://admin.pixelstrap.com/poco/assets/images/landing/cal.png	C:/Users/ABOLARIN/Downloads/website%20templates/general%20admin%20page/admin.pixelstrap.com/poco/assets/images/landing/cal.png	(from https://admin.pixelstrap.com/poco/)
06:54:07	53214/53214	---M-Z	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202023%2009:22:14%20GMT	https://admin.pixelstrap.com/poco/ltr/chat.html	C:/Users/ABOLARIN/Downloads/website%20templates/general%20admin%20page/admin.pixelstrap.com/poco/ltr/chat.html	(from https://admin.pixelstrap.com/poco/)
06:54:07	49591/49591	---M--	200	added ('OK')	image/png	date:Fri,%2022%20May%202020%2005:54:36%20GMT	https://admin.pixelstrap.com/poco/assets/images/landing/chatapp.png	C:/Users/ABOLARIN/Downloads/website%20templates/general%20admin%20page/admin.pixelstrap.com/poco/assets/images/landing/chatapp.png	(from https://admin.pixelstrap.com/poco/)
06:54:08	65045/65045	---M-Z	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202023%2005:39:14%20GMT	https://admin.pixelstrap.com/poco/ltr/job-cards-view.html	C:/Users/ABOLARIN/Downloads/website%20templates/general%20admin%20page/admin.pixelstrap.com/poco/ltr/job-cards-view.html	(from https://admin.pixelstrap.com/poco/)
06:54:08	76470/76470	---M--	200	added ('OK')	image/png	date:Fri,%2022%20May%202020%2005:54:36%20GMT	https://admin.pixelstrap.com/poco/assets/images/landing/job.png	C:/Users/ABOLARIN/Downloads/website%20templates/general%20admin%20page/admin.pixelstrap.com/poco/assets/images/landing/job.png	(from https://admin.pixelstrap.com/poco/)
06:54:09	2058/2058	---M--	200	added ('OK')	image/png	date:Fri,%2022%20May%202020%2005:54:36%20GMT	https://admin.pixelstrap.com/poco/assets/images/landing/sib-1.png	C:/Users/ABOLARIN/Downloads/website%20templates/general%20admin%20page/admin.pixelstrap.com/poco/assets/images/landing/sib-1.png	(from https://admin.pixelstrap.com/poco/)
06:54:09	1806/1806	---M--	200	added ('OK')	image/png	date:Fri,%2022%20May%202020%2005:54:36%20GMT	https://admin.pixelstrap.com/poco/assets/images/landing/squar.png	C:/Users/ABOLARIN/Downloads/website%20templates/general%20admin%20page/admin.pixelstrap.com/poco/assets/images/landing/squar.png	(from https://admin.pixelstrap.com/poco/)
06:54:11	1306/1306	---M--	200	added ('OK')	image/png	date:Fri,%2022%20May%202020%2005:54:36%20GMT	https://admin.pixelstrap.com/poco/assets/images/landing/ract.png	C:/Users/ABOLARIN/Downloads/website%20templates/general%20admin%20page/admin.pixelstrap.com/poco/assets/images/landing/ract.png	(from https://admin.pixelstrap.com/poco/)
06:54:11	192/192	---M--	200	added ('OK')	image/png	date:Fri,%2022%20May%202020%2005:54:36%20GMT	https://admin.pixelstrap.com/poco/assets/images/landing/round-3.png	C:/Users/ABOLARIN/Downloads/website%20templates/general%20admin%20page/admin.pixelstrap.com/poco/assets/images/landing/round-3.png	(from https://admin.pixelstrap.com/poco/)
06:54:12	475102/475102	---M--	200	added ('OK')	image/jpeg	date:Fri,%2022%20May%202020%2005:54:36%20GMT	https://admin.pixelstrap.com/poco/assets/images/landing/card.jpg	C:/Users/ABOLARIN/Downloads/website%20templates/general%20admin%20page/admin.pixelstrap.com/poco/assets/images/landing/card.jpg	(from https://admin.pixelstrap.com/poco/)
06:54:12	54386/54386	---M--	200	added ('OK')	image/png	date:Fri,%2022%20May%202020%2005:54:36%20GMT	https://admin.pixelstrap.com/poco/assets/images/landing/chat1.png	C:/Users/ABOLARIN/Downloads/website%20templates/general%20admin%20page/admin.pixelstrap.com/poco/assets/images/landing/chat1.png	(from https://admin.pixelstrap.com/poco/)
06:54:12	50364/50364	---M-Z	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202023%2005:39:14%20GMT	https://admin.pixelstrap.com/poco/ltr/learning-detailed.html	C:/Users/ABOLARIN/Downloads/website%20templates/general%20admin%20page/admin.pixelstrap.com/poco/ltr/learning-detailed.html	(from https://admin.pixelstrap.com/poco/)
06:54:12	74764/74764	---M--	200	added ('OK')	image/png	date:Fri,%2022%20May%202020%2005:54:36%20GMT	https://admin.pixelstrap.com/poco/assets/images/landing/detailed-course.png	C:/Users/ABOLARIN/Downloads/website%20templates/general%20admin%20page/admin.pixelstrap.com/poco/assets/images/landing/detailed-course.png	(from https://admin.pixelstrap.com/poco/)
06:54:13	8328/8328	---M--	200	added ('OK')	image/png	date:Fri,%2022%20May%202020%2005:54:36%20GMT	https://admin.pixelstrap.com/poco/assets/images/landing/profile.png	C:/Users/ABOLARIN/Downloads/website%20templates/general%20admin%20page/admin.pixelstrap.com/poco/assets/images/landing/profile.png	(from https://admin.pixelstrap.com/poco/)
06:54:13	87462/87462	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2008%20Jun%202023%2009:09:58%20GMT	https://admin.pixelstrap.com/poco/assets/js/jquery.min.js	C:/Users/ABOLARIN/Downloads/website%20templates/general%20admin%20page/admin.pixelstrap.com/poco/assets/js/jquery.min.js	(from https://admin.pixelstrap.com/poco/)
06:54:13	20122/20122	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2006%20Dec%202023%2006:24:38%20GMT	https://admin.pixelstrap.com/poco/assets/js/bootstrap/popper.min.js	C:/Users/ABOLARIN/Downloads/website%20templates/general%20admin%20page/admin.pixelstrap.com/poco/assets/js/bootstrap/popper.min.js	(from https://admin.pixelstrap.com/poco/)
06:54:14	80421/80421	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2006%20Dec%202023%2010:09:26%20GMT	https://admin.pixelstrap.com/poco/assets/js/bootstrap/bootstrap.bundle.min.js	C:/Users/ABOLARIN/Downloads/website%20templates/general%20admin%20page/admin.pixelstrap.com/poco/assets/js/bootstrap/bootstrap.bundle.min.js	(from https://admin.pixelstrap.com/poco/)
06:54:14	65297/65297	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2005%20Dec%202023%2005:39:13%20GMT	https://admin.pixelstrap.com/poco/assets/js/icons/feather-icon/feather.min.js	C:/Users/ABOLARIN/Downloads/website%20templates/general%20admin%20page/admin.pixelstrap.com/poco/assets/js/icons/feather-icon/feather.min.js	(from https://admin.pixelstrap.com/poco/)
06:54:15	17/17	---M--	200	added ('OK')	application/javascript	date:Tue,%2005%20Dec%202023%2005:39:13%20GMT	https://admin.pixelstrap.com/poco/assets/js/icons/feather-icon/feather-icon.js	C:/Users/ABOLARIN/Downloads/website%20templates/general%20admin%20page/admin.pixelstrap.com/poco/assets/js/icons/feather-icon/feather-icon.js	(from https://admin.pixelstrap.com/poco/)
06:54:15	1905/1905	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2005%20Dec%202023%2007:10:11%20GMT	https://admin.pixelstrap.com/poco/assets/js/sidebar-menu.js	C:/Users/ABOLARIN/Downloads/website%20templates/general%20admin%20page/admin.pixelstrap.com/poco/assets/js/sidebar-menu.js	(from https://admin.pixelstrap.com/poco/)
06:54:16	254/254	---M--	200	added ('OK')	application/javascript	date:Tue,%2005%20Dec%202023%2005:39:13%20GMT	https://admin.pixelstrap.com/poco/assets/js/config.js	C:/Users/ABOLARIN/Downloads/website%20templates/general%20admin%20page/admin.pixelstrap.com/poco/assets/js/config.js	(from https://admin.pixelstrap.com/poco/)
06:54:17	2800/2800	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2005%20Dec%202023%2005:39:13%20GMT	https://admin.pixelstrap.com/poco/assets/js/script.js	C:/Users/ABOLARIN/Downloads/website%20templates/general%20admin%20page/admin.pixelstrap.com/poco/assets/js/script.js	(from https://admin.pixelstrap.com/poco/)
06:54:18	7911/7911	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2007%20Dec%202023%2005:24:16%20GMT	https://admin.pixelstrap.com/poco/assets/js/theme-customizer/customizer.js	C:/Users/ABOLARIN/Downloads/website%20templates/general%20admin%20page/admin.pixelstrap.com/poco/assets/js/theme-customizer/customizer.js	(from https://admin.pixelstrap.com/poco/)
06:54:19	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2005%20Dec%202023%2005:39:13%20GMT	https://admin.pixelstrap.com/poco/assets/fonts/font-awesome/fontawesome-webfont.eot?v=4.7.0	C:/Users/ABOLARIN/Downloads/website%20templates/general%20admin%20page/admin.pixelstrap.com/poco/assets/fonts/font-awesome/fontawesome-webfont3e6e.eot	(from https://admin.pixelstrap.com/poco/assets/css/fontawesome.css)
06:54:20	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2005%20Dec%202023%2005:39:13%20GMT	https://admin.pixelstrap.com/poco/assets/fonts/font-awesome/fontawesome-webfont.eot?	C:/Users/ABOLARIN/Downloads/website%20templates/general%20admin%20page/admin.pixelstrap.com/poco/assets/fonts/font-awesome/fontawesome-webfontd41d.eot	(from https://admin.pixelstrap.com/poco/assets/css/fontawesome.css)
06:54:22	98024/98024	---M--	200	added ('OK')	font/woff	date:Tue,%2005%20Dec%202023%2005:39:13%20GMT	https://admin.pixelstrap.com/poco/assets/fonts/font-awesome/fontawesome-webfont.woff?v=4.7.0	C:/Users/ABOLARIN/Downloads/website%20templates/general%20admin%20page/admin.pixelstrap.com/poco/assets/fonts/font-awesome/fontawesome-webfont3e6e.woff	(from https://admin.pixelstrap.com/poco/assets/css/fontawesome.css)
06:54:22	77160/77160	---M--	200	added ('OK')	font/woff2	date:Tue,%2005%20Dec%202023%2005:39:13%20GMT	https://admin.pixelstrap.com/poco/assets/fonts/font-awesome/fontawesome-webfont.woff2?v=4.7.0	C:/Users/ABOLARIN/Downloads/website%20templates/general%20admin%20page/admin.pixelstrap.com/poco/assets/fonts/font-awesome/fontawesome-webfont3e6e.woff2	(from https://admin.pixelstrap.com/poco/assets/css/fontawesome.css)
06:54:22	447050/447050	---M-Z	200	added ('OK')	image/svg+xml	date:Tue,%2005%20Dec%202023%2005:39:13%20GMT	https://admin.pixelstrap.com/poco/assets/fonts/font-awesome/fontawesome-webfont.svg?v=4.7.0	C:/Users/ABOLARIN/Downloads/website%20templates/general%20admin%20page/admin.pixelstrap.com/poco/assets/fonts/font-awesome/fontawesome-webfont3e6e.svg	(from https://admin.pixelstrap.com/poco/assets/css/fontawesome.css)
